date,total,items,user_id,sales_id,transaction_type
2021-09-18 15:44:09.789528+00:00,414,"{'name': 'ls onion premium 1 kg (lp)(sl)', 'quantity': 2}",7,1,Loan
2021-09-20 10:09:34.244505+00:00,1440,"{'name': 'golden macaroni (spring) bag 400 gms(32)', 'quantity': 3}",23,1,Loan
2021-09-21 08:32:47.483328+00:00,2874,"{'name': 'qarshi ispaghol husk 95 gm jar(45)', 'quantity': 3}, {'name': 'lifebuoy total twin pack 130 gms(08)', 'quantity': 3}",34,1,Online
2021-09-22 18:20:15.235802+00:00,216,"{'name': 'mothercare baby powder pink m', 'quantity': 2}",3,1,Loan
2021-09-23 11:44:57.269723+00:00,1263,"{'name': 'sufi super pwdr 500 gm(29)', 'quantity': 3}, {'name': 'kisan coil 1 ltr', 'quantity': 3}",34,1,Loan
2021-09-23 16:15:04.859258+00:00,670,"{'name': 'garnier fructis shampoo 350ml', 'quantity': 1}",4,1,Loan
2021-09-23 17:57:13.972797+00:00,330,"{'name': 'ls onion small 1 kg (lp)(f-n)', 'quantity': 3}",7,1,Online
2021-09-25 16:52:18.261059+00:00,700,"{'name': 'commander lajawab black tea 12 gm(54)', 'quantity': 1}, {'name': 'life style iaghol husk 50 gm(66)', 'quantity': 2}",24,1,Cash
2021-09-26 08:34:35.353936+00:00,1385,"{'name': 'eva vegetable banaspati 5kg bkt(pg)', 'quantity': 1}, {'name': 'nutri ajwain 100gm (1w)', 'quantity': 2}",18,1,Online
2021-09-26 16:59:19.738140+00:00,96,"{'name': 'rose petal hi-jeen towels white 75 sheet(59)', 'quantity': 2}",24,1,Online
2021-09-27 17:38:30.089299+00:00,1644,"{'name': 't paste close up ice 160 gm(55)', 'quantity': 3}, {'name': 'tux facial grand 100*2', 'quantity': 3}",4,1,Online
2021-09-28 09:49:09.448890+00:00,280,"{'name': 'marhaba honey 300 gm', 'quantity': 1}",5,1,Loan
2021-09-28 11:24:21.215017+00:00,1275,"{'name': 'garnier cnatrls nude m', 'quantity': 3}",21,1,Online
2021-09-29 09:52:28.655034+00:00,5100,"{'name': 'eva cooking oil 5 ltr tin (for idprad zone) old code', 'quantity': 3}",16,1,Cash
2021-09-29 19:11:18.558629+00:00,38,"{'name': 'national degi qorma 40 gm(56)', 'quantity': 1}",18,1,Cash
2021-10-01 09:50:14.394288+00:00,89,"{'name': 'peanut passion family pack', 'quantity': 3}",21,1,Cash
2021-10-01 12:40:03.649484+00:00,3335,"{'name': 'lectogen-i starter 400 gm(57)', 'quantity': 1}, {'name': 'nestle koko crunch 170gm(57)', 'quantity': 3}",17,1,Loan
2021-10-01 14:13:31.409104+00:00,396,"{'name': 'ls green chilli 250 gm (lp)(f-s)', 'quantity': 2}",15,1,Loan
2021-10-01 20:51:42.687772+00:00,186,"{'name': 'usc clove 25 gm (ob-s)(rmob)', 'quantity': 1}, {'name': 'hub salt brand iodized fine grain salt 800gm', 'quantity': 2}",35,1,Cash
2021-10-03 13:56:12.721128+00:00,2690,"{'name': 'qamar tea 100 gm pch (ylw)(rmbt)(2b)', 'quantity': 2}, {'name': 'kisan ghee 5kg tin', 'quantity': 3}",1,1,Cash
2021-10-03 19:46:08.603052+00:00,53,"{'name': 'phool methi 50 gm(73)', 'quantity': 1}",17,1,Cash
2021-10-04 08:31:45.943423+00:00,10,"{'name': 'toper tiky pack', 'quantity': 2}",4,1,Cash
2021-10-04 13:45:16.179413+00:00,134,"{'name': 'frina flash without grip(76)', 'quantity': 2}",25,1,Cash
2021-10-04 20:13:01.688633+00:00,327,"{'name': 'good goodies slice cake plain (1x)', 'quantity': 3}, {'name': 'new palmolive natural citrus & cream 145gm green(05)', 'quantity': 3}",13,1,Cash
2021-10-06 11:09:03.872028+00:00,109,"{'name': 'veet wax strip 4s normal(04)', 'quantity': 1}",37,1,Online
2021-10-06 21:54:55.969143+00:00,148,"{'name': 'omroc lazer 280 ml', 'quantity': 2}",13,1,Online
2021-10-07 09:12:47.450513+00:00,667,"{'name': 'non scratch l laminte (28)', 'quantity': 1}, {'name': 'diamon wash well sct 1000 ml ldry detergent', 'quantity': 3}",35,1,Online
2021-10-08 11:38:14.534691+00:00,150,"{'name': 'cloth brush(24)', 'quantity': 1}, {'name': 'vast coat', 'quantity': 1}",14,1,Loan
2021-10-09 17:02:58.561064+00:00,387,"{'name': 'mehran garlic powder 50 gm(67)', 'quantity': 3}",22,1,Cash
2021-10-09 19:25:20.796162+00:00,1449,"{'name': 'h&s s&s 2 in 1 190ml-e(10)', 'quantity': 3}",16,1,Cash
2021-10-09 20:29:51.624049+00:00,557,"{'name': 'kolestone 2000 3065', 'quantity': 3}, {'name': 'hoor bs(alove vera)w 60g', 'quantity': 2}",1,1,Online
2021-10-10 15:12:16.884784+00:00,1395,"{'name': 'h toilet rim 50 gm', 'quantity': 3}, {'name': 'vair freshner lavender', 'quantity': 3}",1,1,Cash
2021-10-12 18:43:49.383934+00:00,660,"{'name': 'laziza kulfa mix std 152 gm(82)', 'quantity': 2}, {'name': 'parodontax complete protection extra fresh tooth paste 30 gms(59)', 'quantity': 3}",4,1,Online
2021-10-13 10:05:55.772072+00:00,96,"{'name': 'gul eggs per pcs (lp)(khl)', 'quantity': 3}",1,1,Cash
2021-10-13 21:01:45.784188+00:00,835,"{'name': 'besto spaghetti 500 gm (best food)(38)', 'quantity': 3}",34,1,Cash
2021-10-14 12:41:12.415593+00:00,127,"{'name': 'picasso ball pen ort blue 10s (43)', 'quantity': 2}, {'name': 'zeera ticky pack 24*18(59)', 'quantity': 1}",4,1,Online
2021-10-16 10:55:29.998733+00:00,212,"{'name': 'embassy filter 20 hl(only for jails)(100)', 'quantity': 1}",35,1,Cash
2021-10-16 13:48:45.803323+00:00,252,"{'name': 'utility tomato ketchup 1kg (ob-v)', 'quantity': 3}",34,1,Loan
2021-10-16 15:26:57.475604+00:00,352,"{'name': 'roll patti 300 gm', 'quantity': 2}, {'name': 'habit table napking large imc (1m)', 'quantity': 1}",14,1,Loan
2021-10-16 20:39:54.812867+00:00,1040,"{'name': 'xtra care baby diaper s size', 'quantity': 2}",36,1,Cash
2021-10-17 12:30:57.567086+00:00,525,"{'name': 'koila 5 kg bag(only for jails)', 'quantity': 1}, {'name': 'crux biscuits bisconi (10x18) rs.30(59)', 'quantity': 1}",7,1,Loan
2021-10-18 15:45:29.615774+00:00,710,"{'name': 'd-soft toilet roll white (10x10) ply) (1v)', 'quantity': 3}, {'name': 'nestle fruita vitals guava 1 ltr btl(57)', 'quantity': 2}",12,1,Loan
2021-10-18 18:58:11.557754+00:00,470,"{'name': 'cocomo standup pouch milk(59)', 'quantity': 3}, {'name': 'benz toilet cleaner 550 ml(17)', 'quantity': 2}",35,1,Online
2021-10-20 11:23:10.692798+00:00,985,"{'name': 'g.f pencil rinter1100,j48jar (43)', 'quantity': 1}, {'name': 'palmolive sw anti bacterial 250 ml(05)', 'quantity': 3}",19,1,Cash
2021-10-20 13:21:15.332664+00:00,258,"{'name': 'eco lovage seed (ajwain) 100gm (88)', 'quantity': 3}",37,1,Loan
2021-10-20 15:25:52.657348+00:00,525,"{'name': 'kitchen tray large(clean max)', 'quantity': 2}, {'name': 'golden 7 spice spaghetti 250 gm(32)', 'quantity': 1}",1,1,Loan
2021-10-20 15:55:53.263059+00:00,315,"{'name': 'fay luxury tissues 150,s', 'quantity': 3}",16,1,Online
2021-10-20 21:23:23.727487+00:00,15,"{'name': 'golden nimko 200 gms', 'quantity': 1}",36,1,Online
2021-10-21 19:55:43.831462+00:00,978,"{'name': 'wiper large 1122 (clean max)', 'quantity': 3}",1,1,Loan
2021-10-21 21:53:29.622129+00:00,412,"{'name': 'kohinoor ecial quality soap 4 cakes 1 kg', 'quantity': 2}",4,1,Loan
2021-10-22 09:55:13.965675+00:00,64,"{'name': 'phool fruit chat masala 50 gm(73)', 'quantity': 1}",5,1,Loan
2021-10-22 11:48:49.546181+00:00,1360,"{'name': 'gf ginger 1 kg (lp)(oka)', 'quantity': 1}",34,1,Cash
2021-10-22 14:23:36.834173+00:00,4890,"{'name': 'dabur asrson amla 200ml', 'quantity': 1}, {'name': 'kohinoor josh 900 gm(rmbt)', 'quantity': 3}",10,1,Online
2021-10-22 14:38:42.925870+00:00,372,"{'name': 'non woven w-cutt bag 30 gsm (12x15) 1 pc (king (smc)(1s)', 'quantity': 2}, {'name': 'vem dishwash active gel lime cp 250 ml(08)', 'quantity': 2}",25,1,Cash
2021-10-23 08:26:10.335860+00:00,328,"{'name': 'capstan international 20 hl (only for jails)(98)', 'quantity': 2}",14,1,Cash
2021-10-23 09:44:25.180485+00:00,330,"{'name': 'stainer with wood handle 16cm', 'quantity': 1}",25,1,Cash
2021-10-23 12:48:36.640275+00:00,68,"{'name': 'utility anardana (ob-v)', 'quantity': 1}",37,1,Cash
2021-10-23 13:12:07.580438+00:00,510,"{'name': 'black cat talcum powder elegant 70 gm(59)', 'quantity': 3}",20,1,Loan
2021-10-23 21:44:40.145865+00:00,418,"{'name': 'max scrub nail saver sponge (multi-2in 1)(05)', 'quantity': 2}",24,1,Online
2021-10-24 18:03:41.657216+00:00,92,"{'name': 'nova capri 280 ml', 'quantity': 1}",17,1,Cash
2021-10-25 18:25:08.336746+00:00,1320,"{'name': 'aquapura water tablets 67mg', 'quantity': 2}, {'name': 'lifebouy shampoo herbal 370 ml(08)', 'quantity': 2}",3,1,Online
2021-10-26 12:36:12.794930+00:00,390,"{'name': 'ls cucumber premium 1 kg (lp)(l-s)', 'quantity': 3}",21,1,Online
2021-10-27 09:11:28.872074+00:00,1509,"{'name': 'rose patel pop up 4s pack rs 100 off cp(59)', 'quantity': 2}, {'name': 'new rahat baby wipes 70ply (1m)', 'quantity': 3}",35,1,Online
2021-10-27 09:59:31.736388+00:00,1655,"{'name': 'iqra four seed 100 gm (39)', 'quantity': 3}",4,1,Cash
2021-10-27 21:05:37.273639+00:00,495,"{'name': 'dove shampoo(old) 250 ml,', 'quantity': 2}, {'name': '(wrong code) blue ii plus ultra grip(10)', 'quantity': 3}",7,1,Online
2021-10-27 21:41:43.994010+00:00,228,"{'name': 'kalonji 125 gm', 'quantity': 1}",36,1,Cash
2021-10-28 14:33:24.226202+00:00,285,"{'name': 'mc gift box new born', 'quantity': 1}",35,1,Loan
2021-10-28 15:40:36.118580+00:00,290,"{'name': 'supreme tea 160 gm(rmbt)(16)', 'quantity': 1}, {'name': 'coco delight tiki pack', 'quantity': 1}",13,1,Loan
2021-10-28 17:32:43.638931+00:00,347,"{'name': 'baygon-lmd-refill 41 ml (a.k.a)(59)', 'quantity': 1}",17,1,Loan
2021-10-28 21:10:46.510009+00:00,250,"{'name': 'cfl rio fruity treat hr half roll 63 gm (13)', 'quantity': 3}, {'name': 'laziza dry fruit kheer mix 160 gm(82)', 'quantity': 1}",20,1,Cash
2021-10-29 13:03:50.896154+00:00,1530,"{'name': 'body spray sahara legends of zaragoza uae 200 ml(55)', 'quantity': 3}",21,1,Cash
2021-10-29 16:54:03.959559+00:00,2365,"{'name': 'caresse oxo toilet bowal cleaner (original) 500 ml(95)', 'quantity': 2}, {'name': 'chicken rolls 380 gm', 'quantity': 3}",12,1,Loan
2021-10-29 18:41:13.773478+00:00,218,"{'name': 'shield sensation blistert brush(53)', 'quantity': 1}, {'name': 'fruitien mango joy 1000 ml', 'quantity': 1}",17,1,Loan
2021-10-29 18:57:49.232305+00:00,296,"{'name': 'adaa beauty soap with milk& almond 140 gms(54)', 'quantity': 2}, {'name': 'fauji q.set jellu 42 gm', 'quantity': 2}",15,1,Loan
2021-10-31 20:37:41.516845+00:00,20,"{'name': 'national mazedar daal 23 gm(56)', 'quantity': 1}",10,1,Online
2021-11-01 09:30:40.993830+00:00,651,"{'name': '(wrong code) safeguard lemon fresh 95g(10)', 'quantity': 3}, {'name': 'muraba amla 1000 gm (only for jails) (38)', 'quantity': 1}",22,1,Cash
2021-11-02 16:01:50.739061+00:00,282,"{'name': '4me soap pearl 130 gm(55)', 'quantity': 2}",5,1,Loan
2021-11-02 17:45:13.645998+00:00,2204,"{'name': 'shangrila trio pack 700 ml(26)', 'quantity': 1}, {'name': 'glint kitchen cleaner 500 ml(59)', 'quantity': 3}",22,1,Cash
2021-11-03 12:22:40.948015+00:00,1528,"{'name': 'h&s 650ml cc-f(10)', 'quantity': 1}, {'name': 'shangrilla tomato ketchup 225 gm(26)', 'quantity': 1}",10,1,Loan
2021-11-03 13:27:14.247423+00:00,282,"{'name': 'fairness snow 60 gms (sarwana)(41)', 'quantity': 3}, {'name': 'sunsilk shampoo thick & long 4.5ml(08)', 'quantity': 3}",1,1,Online
2021-11-04 08:42:51.512316+00:00,1022,"{'name': 'ponds sheet mask aloevera 20 gms(08)', 'quantity': 2}, {'name': 'star mixer mango btl 300 gm(69)', 'quantity': 2}",34,1,Online
2021-11-04 19:02:22.804451+00:00,390,"{'name': 'st potato 1 kg (lp)(lyh)', 'quantity': 1}, {'name': 'crown white lobia 500 gm(131)(p)', 'quantity': 1}",17,1,Loan
2021-11-05 17:18:16.075111+00:00,645,"{'name': 'nutri nutri kasmiri pan masala jar150 gm (1w)', 'quantity': 3}",17,1,Cash
2021-11-07 13:34:09.887793+00:00,1935,"{'name': 'st potato 1 kg (lp)(lyh)', 'quantity': 3}",1,1,Loan
2021-11-10 12:16:01.812695+00:00,1654,"{'name': 'foam sens comfort pro 250ml(10)', 'quantity': 3}, {'name': 'cadbarry dmilk bubly 40gm', 'quantity': 1}",35,1,Cash
2021-11-10 14:54:50.131024+00:00,190,"{'name': 'ebm peanut pista munch pack 23.7 gm (14)', 'quantity': 3}, {'name': '(wrong code) ariel hs org 170 gm pw', 'quantity': 2}",18,1,Online
2021-11-10 17:32:13.041390+00:00,1064,"{'name': 'soap beauty rlx nourishing touch indonisia 150 gm(55)', 'quantity': 1}, {'name': 'mach 3 plus 2up(10)', 'quantity': 1}",5,1,Cash
2021-11-10 21:46:38.603971+00:00,386,"{'name': 'milan soap vermicelli 800 gm (22)', 'quantity': 1}, {'name': 'badian khatai25 gm (39)', 'quantity': 3}",37,1,Cash
2021-11-11 16:56:25.585922+00:00,3798,"{'name': 'aspine original 500 gms (detergent powder)(18)', 'quantity': 3}, {'name': 'garnier men power white foam100ml(79)', 'quantity': 3}",25,1,Loan
2021-11-12 11:16:24.031218+00:00,2090,"{'name': 'body spray fascino goal 200 ml(55)', 'quantity': 1}, {'name': 'life style iaghol husk 80 gm jar(66)', 'quantity': 2}",25,1,Loan
2021-11-12 12:49:03.378526+00:00,125,"{'name': 'ecial food garam masala whole 100 gm', 'quantity': 1}",19,1,Online
2021-11-13 12:45:18.894074+00:00,280,"{'name': 'serving bowl l daisy', 'quantity': 1}",34,1,Online
2021-11-13 13:33:14.556488+00:00,324,"{'name': 'parizad adrak pdr 45 gm', 'quantity': 3}",21,1,Cash
2021-11-13 14:15:38.317599+00:00,288,"{'name': 'lifebuoy total 115 gm', 'quantity': 2}, {'name': 'lifebuoy total 115 gm', 'quantity': 2}, {'name': 'launch box classic asst. kp', 'quantity': 1}",15,1,Loan
2021-11-14 19:01:17.663598+00:00,338,"{'name': 'islamabad tea super dana 14 gm(40)', 'quantity': 2}, {'name': 'shangrillatomato ketchup 475 gm pouch chilli sauce 100 ml (26)', 'quantity': 2}",10,1,Loan
2021-11-15 09:08:03.524406+00:00,224,"{'name': 'thanda orange jug pack 60 gm', 'quantity': 1}, {'name': 'cloth brush light duty asst.', 'quantity': 1}",24,1,Loan
2021-11-15 10:49:51.569783+00:00,335,"{'name': 'jasmine kitchen roll double i.m.c(21)', 'quantity': 1}",11,1,Cash
2021-11-15 20:45:07.594274+00:00,304,"{'name': 'fairness cream 20ml', 'quantity': 3}",10,1,Cash
2021-11-15 21:46:10.919418+00:00,380,"{'name': 'roylty rich tea biscuits 300 gm i', 'quantity': 2}",37,1,Loan
2021-11-16 16:56:51.302575+00:00,650,"{'name': 'kofta (32 pcs) (kp frozen food)', 'quantity': 1}",18,1,Online
2021-11-17 11:36:19.048241+00:00,10,"{'name': 'waltz owafer tiky pack', 'quantity': 2}",22,1,Online
2021-11-17 13:51:36.926542+00:00,975,"{'name': 'mitchells strawberry jam 340 gm(44)', 'quantity': 3}",16,1,Cash
2021-11-17 19:33:01.295000+00:00,89,"{'name': 'olper,s dairy cream 125 ml(64)', 'quantity': 1}",37,1,Online
2021-11-17 21:10:35.076779+00:00,172,"{'name': 'siracha ketchup kanas 200 gm(59)', 'quantity': 2}",14,1,Cash
2021-11-18 11:40:17.061467+00:00,461,"{'name': 'dawn crispy rusk (large) 400 gm (94)', 'quantity': 2}",14,1,Cash
2021-11-21 11:26:34.324456+00:00,585,"{'name': 'tounge non stick l', 'quantity': 3}",24,1,Loan
2021-11-21 14:46:23.291941+00:00,1030,"{'name': 'medicam gel tooth paste 75 gms green(09)', 'quantity': 3}, {'name': 'dil dil cooking oil 2.5 ltr tin', 'quantity': 1}",17,1,Cash
2021-11-21 20:10:14.734403+00:00,540,"{'name': 'eng cheer vege 48.9gm big pch (14)', 'quantity': 3}, {'name': 'pakpal chai patti 80 gm tea soft pack(rmbt)(52)', 'quantity': 3}",7,1,Loan
2021-11-23 15:09:42.839464+00:00,460,"{'name': 'cerelac banana 175 gms(57)', 'quantity': 2}, {'name': 'wiz car shampoo polish 60 ml sct (60)', 'quantity': 1}",15,1,Loan
2021-11-23 17:36:43.645734+00:00,165,"{'name': 'national jelly orange 80 gm(56)', 'quantity': 3}",1,1,Loan
2021-11-24 19:06:03.020086+00:00,592,"{'name': 'glow&lovly 25g fcrm(08)', 'quantity': 2}",22,1,Cash
2021-11-24 20:39:22.935740+00:00,402,"{'name': 'rose petal hi-jeen towels white 75 sheet(59)', 'quantity': 1}, {'name': 'aghaaz banaspati 1 kg (for mnqasr zone)', 'quantity': 2}",21,1,Cash
2021-11-25 08:32:08.548471+00:00,10,"{'name': 'good goodies snacky spicy (1x)', 'quantity': 1}",14,1,Online
2021-11-25 15:06:01.497102+00:00,1770,"{'name': 'star mixer mango pouch 1000 gm(69)', 'quantity': 3}",1,1,Online
2021-11-26 12:50:20.761731+00:00,330,"{'name': 'mezan cooking oil (1x5)ltr pkt (for usc idadprqa zone old code(85)', 'quantity': 1}",1,1,Online
2021-11-26 18:43:21.492260+00:00,1677,"{'name': 'national curry 1100 gm for (only for kpk)(56)', 'quantity': 3}, {'name': 'dawn cake rusk (regular pack) 80 gm (94)', 'quantity': 2}",24,1,Online
2021-11-27 10:32:53.223782+00:00,1378,"{'name': 'pre nan (b nw026-1-s) 400 gm pk(57)', 'quantity': 1}",10,1,Cash
2021-11-27 17:55:41.832483+00:00,58,"{'name': 'coco delight fp', 'quantity': 2}",36,1,Loan
2021-11-27 20:28:56.459569+00:00,624,"{'name': 'agro pak red chilli crushed 200 gm (92)', 'quantity': 3}",18,1,Loan
2021-11-28 10:03:41.402326+00:00,89,"{'name': 'tang 220 gm', 'quantity': 1}",34,1,Loan
2021-11-28 12:04:32.106378+00:00,366,"{'name': 'swaad biryani masala 50 gm (70)', 'quantity': 3}, {'name': 'power puff vegitalbe 15 gm g-food(32)', 'quantity': 3}",18,1,Cash
2021-11-30 19:20:17.824910+00:00,940,"{'name': 'shama cooking oil 1 ltr pouch (rmol)(1f)', 'quantity': 2}",16,1,Online
2021-12-01 10:25:54.874896+00:00,642,"{'name': 'best food kish mish 100 gm(38)', 'quantity': 3}",1,1,Cash
2021-12-02 16:06:20.265610+00:00,670,"{'name': 'vital soap brown 1000 gm(30)', 'quantity': 1}, {'name': 'johnson babylshampoo 750ml', 'quantity': 1}",20,1,Loan
2021-12-03 21:39:48.260419+00:00,1387,"{'name': 'tulip regular 80 s(59)', 'quantity': 2}, {'name': 'utility sella rice kainat 1121 1kg packed by vendor (sub) mv (rmr)(136)', 'quantity': 3}",23,1,Online
2021-12-04 11:30:33.872007+00:00,1298,"{'name': 'stillman,s freckle cream 28 gms', 'quantity': 3}",34,1,Cash
2021-12-04 11:32:10.122933+00:00,1096,"{'name': 'dil dil banaspati (1x16) kg pouch (for mn,sa,le zone)old code(85)', 'quantity': 3}",23,1,Loan
2021-12-06 19:40:02.935901+00:00,1095,"{'name': 'caresseoud hand wash arbian woods 400 ml(95)', 'quantity': 3}",24,1,Cash
2021-12-06 19:51:03.553479+00:00,1647,"{'name': 'star mixer mango 750 gm jar(69)', 'quantity': 3}, {'name': 'metha soda 200 gm (39)', 'quantity': 2}",22,1,Loan
2021-12-07 20:29:15.440469+00:00,183,"{'name': 'sindhi masala 100 gm (36)', 'quantity': 1}, {'name': 'peanut passion 22 gm', 'quantity': 1}",10,1,Loan
2021-12-09 13:12:37.582271+00:00,185,"{'name': 'qarshi almond oil 10 ml(45)', 'quantity': 1}",1,1,Online
2021-12-09 17:30:51.170745+00:00,624,"{'name': 'crispo quick set jelly blackcurrent 82 gm pdr(59)', 'quantity': 1}, {'name': 'poly bag 6x9 half kg 1 (kg rate) (ob-p)', 'quantity': 1}",18,1,Loan
2021-12-10 14:44:25.186444+00:00,317,"{'name': 'ketchup bottle l ap', 'quantity': 1}, {'name': 'mparty pk w jambo 400 (81)', 'quantity': 1}",36,1,Loan
2021-12-11 13:17:43.058365+00:00,183,"{'name': 'koila 1 kg (only for jails) (1v)', 'quantity': 1}, {'name': 'fauji pfnnfridgft 500 gm', 'quantity': 1}",20,1,Cash
2021-12-12 12:17:37.611373+00:00,1030,"{'name': 'eva cooking oil 1ltr pillow(rmol)(15)', 'quantity': 2}",3,1,Loan
2021-12-12 12:31:26.297385+00:00,435,"{'name': 'eco salt (refined) 800gm (88)', 'quantity': 2}, {'name': 'beef shami kabab 256 gm', 'quantity': 1}",1,1,Cash
2021-12-12 12:38:59.960938+00:00,40,"{'name': 'bisca chocolate enrobed biscut 12x24(61)', 'quantity': 2}",25,1,Cash
2021-12-12 15:47:46.745522+00:00,402,"{'name': 'lifebuoy care (cp rs.10-off trio pack) 106 gms(08)', 'quantity': 3}",25,1,Loan
2021-12-14 19:25:02.171520+00:00,95,"{'name': 'chicken samosa small 12,s (tasty frozen)(1p)', 'quantity': 1}",14,1,Loan
2021-12-15 12:03:45.943226+00:00,108,"{'name': 'alo bukhara sour 15 gm', 'quantity': 1}",35,1,Cash
2021-12-15 16:21:35.940352+00:00,140,"{'name': 'gf tamato 1 kg (lp)(oka)', 'quantity': 1}",1,1,Loan
2021-12-15 17:44:06.239414+00:00,194,"{'name': 'sunsilk shampoo black 70 ml(55)', 'quantity': 1}, {'name': 'lifebuoy soap care 155gm', 'quantity': 1}",25,1,Online
2021-12-16 18:13:36.686089+00:00,190,"{'name': 'english prickly heat cream active neem m 30 gm 252 (41)', 'quantity': 3}, {'name': 'tuc 32 gm', 'quantity': 1}",17,1,Cash
2021-12-17 08:04:51.923942+00:00,975,"{'name': 'dentonic t paste 125 gm brush pack', 'quantity': 3}, {'name': 'fauji wheat flakes 250 gm pkt', 'quantity': 2}",22,1,Loan
2021-12-17 11:18:50.728842+00:00,1110,"{'name': 'branded sugar 5 kg', 'quantity': 3}",11,1,Loan
2021-12-17 15:08:45.704280+00:00,351,"{'name': 'crispo pudding egg 84 gm(59)', 'quantity': 3}",4,1,Cash
2021-12-18 16:52:18.407881+00:00,195,"{'name': 'nutri ajwain 100gm (1w)', 'quantity': 3}",14,1,Cash
2021-12-19 10:43:27.861649+00:00,1525,"{'name': 'qeema samosa 280 gm', 'quantity': 3}, {'name': 'vim dishwash bar hi jump lemon 250 ml imported(08)', 'quantity': 2}",21,1,Loan
2021-12-19 16:03:36.550802+00:00,3149,"{'name': 'wiper 40(28)', 'quantity': 1}, {'name': 'dunhill lights 20 hl cigrate(only for jails)', 'quantity': 3}",13,1,Cash
2021-12-20 10:02:39.736068+00:00,681,"{'name': 'lipton yellow lable tea 85 gm(rmbt) (16)', 'quantity': 1}, {'name': 'doughstory vanilla cupcake (1x12) 204 gm', 'quantity': 2}",35,1,Loan
2021-12-20 17:37:16.093979+00:00,69,"{'name': 'shangrilla smile lychee flavored drink 250 ml(26)', 'quantity': 1}",4,1,Cash
2021-12-20 18:02:41.645892+00:00,620,"{'name': 'bath tub no.4 clr st', 'quantity': 1}",34,1,Online
2021-12-20 19:37:55.696789+00:00,267,"{'name': 'omroc mars 300ml', 'quantity': 3}",1,1,Cash
2021-12-20 20:59:30.461045+00:00,60,"{'name': 'non woven w-cutt bag 30 gsm (18x21) 1 pc (king (smc)(1s)', 'quantity': 3}",7,1,Cash
2021-12-22 11:43:47.899125+00:00,152,"{'name': 'm.g fairness snow jar', 'quantity': 3}, {'name': 'eco kalwanji 50gm (88)', 'quantity': 1}",4,1,Loan
2021-12-23 13:30:50.470522+00:00,289,"{'name': 'bath soap dish l fm mgo(clean max)', 'quantity': 1}, {'name': 'sticker hooks asst. l', 'quantity': 2}",20,1,Online
2021-12-24 17:38:47.252440+00:00,1021,"{'name': 'ariel touch of downy 450g(10)', 'quantity': 3}, {'name': 'hankies garden dienser', 'quantity': 1}",7,1,Online
2021-12-24 19:12:23.681416+00:00,1030,"{'name': 'body spry sahara luluat alsharq uae 200 ml(55)', 'quantity': 2}",3,1,Loan
2021-12-25 16:16:16.229227+00:00,1260,"{'name': 'lifebuoy tatal 115g 2save', 'quantity': 3}, {'name': 'fancy 3pcs suit in 7mtr', 'quantity': 3}",7,1,Online
2021-12-28 20:55:59.030293+00:00,812,"{'name': 'dove body spry 150 ml', 'quantity': 2}, {'name': 'macaroni fancy long 400 gm bake parlor(59)', 'quantity': 3}",15,1,Online
2021-12-30 20:34:48.222955+00:00,1951,"{'name': 'new robin liquid bleach 500 ml (04)', 'quantity': 3}, {'name': 'swaad achaar gosht masala 100 gm (70)', 'quantity': 2}",20,1,Loan
2021-12-31 08:06:21.684152+00:00,136,"{'name': 'rlx t bursh expert plus soft(55)', 'quantity': 1}",34,1,Online
2021-12-31 19:36:17.791877+00:00,2505,"{'name': 'pardis donga l 737', 'quantity': 2}, {'name': 'kofta (stc) 9s pack (1n)', 'quantity': 3}",36,1,Loan
2022-01-01 12:05:06.746749+00:00,1150,"{'name': 'lumer original 5 kg (detergents powder) (18)', 'quantity': 1}",34,1,Cash
2022-01-02 09:15:45.989797+00:00,362,"{'name': 'wiper siri bath zg (clean max)', 'quantity': 2}, {'name': 'cfl lemon sandwich ticky pack 16 gm (13)', 'quantity': 2}",36,1,Online
2022-01-02 12:13:55.318679+00:00,806,"{'name': 'garnier men acno fight 100 ml(79)', 'quantity': 1}",14,1,Loan
2022-01-02 17:53:52.292980+00:00,564,"{'name': 'double king polishing ong std nutural (80)', 'quantity': 3}, {'name': 'pepsi 2.25 liter (90)', 'quantity': 3}",11,1,Loan
2022-01-02 19:23:41.195458+00:00,1100,"{'name': 'body spray fascino charming men 200 ml(55)', 'quantity': 2}",7,1,Online
2022-01-03 15:45:32.079298+00:00,332,"{'name': 'fauji chcorn flakes 300', 'quantity': 2}",25,1,Cash
2022-01-03 20:22:18.925203+00:00,942,"{'name': 'primex multi s 691013', 'quantity': 3}, {'name': 'slanty jalapeno 55 gm', 'quantity': 3}",19,1,Loan
2022-01-04 11:17:39.733383+00:00,1530,"{'name': 'fauji corn flakes pkt 500 gm', 'quantity': 3}",19,1,Cash
2022-01-04 16:30:25.119502+00:00,150,"{'name': 'bettani tea 25 gm (rmbt) (1e)', 'quantity': 3}",35,1,Cash
2022-01-05 08:13:36.077055+00:00,380,"{'name': 'nestle cerelac wheat 25gm(57)', 'quantity': 2}, {'name': 's3 gentle midnight190mm x 180mm (1y)', 'quantity': 1}",7,1,Loan
2022-01-05 09:01:26.430540+00:00,387,"{'name': 'bonus tristar detergent 400 gm (05)', 'quantity': 2}, {'name': 'life buoy care hand wash 140 ml', 'quantity': 3}",37,1,Online
