date,sales_id,user_id,total,items
2022-04-22 16:44:13.749374,1,12,3510,"[{'name': 'lipton yellow label tea 900 gm(rmbt) (16)', 'quantity': 2}]"
2021-10-02 14:24:54.397024,1,5,666,"[{'name': 'dustbin flower l st', 'quantity': 3}]"
2021-05-05 08:06:15.537284,1,20,186,"[{'name': 'camera jeep baby wipes (21)', 'quantity': 1}]"
2023-07-28 09:43:07.556623,1,1,159,"[{'name': 'nestle milkpak pwd 130gms', 'quantity': 1}, {'name': 'olper milk 225 ml uht milk(rmum)(64)', 'quantity': 2}]"
2021-06-18 18:52:08.929786,1,23,2565,"[{'name': 'manpasand c/ oil 5 ltr tin ', 'quantity': 1}, {'name': 'tapal tezdum 475g fre bis', 'quantity': 3}]"
2023-08-30 20:32:20.243731,1,35,14,"[{'name': 'english biscuits click 11.8 gm (14)', 'quantity': 2}]"
2023-12-10 08:29:32.030228,1,18,900,"[{'name': 'wiper double rubber bath size', 'quantity': 3}]"
2022-09-15 12:17:46.388393,1,13,515,"[{'name': 'storage box 3 kp', 'quantity': 1}, {'name': 'vim bar lem 460gm(08)', 'quantity': 1}]"
2021-03-09 12:23:26.036017,1,25,5,"[{'name': 'butter crunch innovative rs. 5(59)', 'quantity': 1}]"
2022-05-28 21:34:19.268261,1,21,1135,"[{'name': ""l'oreal color natural 6.34 chocholate brown"", 'quantity': 1}, {'name': 'agro pak alubukhara 100 gm (92)', 'quantity': 1}]"
2021-02-28 21:41:06.856106,1,3,645,"[{'name': 'colgate sensitive sensifoam t/ paste 100 gm(05)', 'quantity': 3}, {'name': 'plate 7  qutr ash', 'quantity': 1}]"
2021-08-05 10:25:17.635535,1,24,2313,"[{'name': 'always t3 duo pack (ipad)(10)', 'quantity': 3}]"
2023-06-03 11:57:52.987624,1,34,765,"[{'name': 'kisan ghee 5kg bkt', 'quantity': 1}]"
2021-08-21 11:39:11.238133,1,5,340,"[{'name': 'dettol soap 145g (3b 25off)', 'quantity': 2}]"
2023-12-10 09:26:57.639297,1,1,450,"[{'name': 'capri toilet soap white 150 gms(07)', 'quantity': 3}]"
2023-03-30 16:14:11.792651,1,34,660,"[{'name': 'dettol soap  original 160 gm(04)', 'quantity': 3}, {'name': 'national chat masala 50 gm(56)', 'quantity': 1}]"
2022-09-29 19:35:04.811209,1,11,45,"[{'name': 'waltz ch/wafer ack', 'quantity': 3}]"
2021-09-16 08:19:29.848050,1,23,240,"[{'name': 'ice tray cubes', 'quantity': 2}]"
2022-08-06 15:17:33.027587,1,23,346,"[{'name': 'goldfish face painting c/ b 12s pkt (43)', 'quantity': 2}]"
2022-04-04 11:39:48.406735,1,36,78,"[{'name': 'green cardamon reg 25 gm', 'quantity': 1}]"
2023-03-26 13:26:04.970510,1,21,3854,"[{'name': 'dettol mpc multi purpose cleaner citrus 1.8 ltr 1800 ml(04)', 'quantity': 2}, {'name': 'toyo nasic fiesta tea mug 72', 'quantity': 3}]"
2021-08-12 17:39:14.088931,1,13,718,"[{'name': 'shan tika boti 90 gm d/p(62)', 'quantity': 2}, {'name': 'herbion instant sanitizer 120 ml(75)', 'quantity': 1}]"
2022-12-21 18:30:13.559821,1,24,1201,"[{'name': 'towel l/s 54x27 ravi plastic', 'quantity': 3}, {'name': 'injeer brand chakki atta 5 kg (consignment)', 'quantity': 1}]"
2023-12-27 19:26:12.669940,1,7,140,"[{'name': 'kinza white vinegar 1 jar', 'quantity': 1}]"
2022-07-24 10:04:18.650190,1,1,1288,"[{'name': 'max lequid 750ml lemon(05)', 'quantity': 3}, {'name': 'golden window wiper', 'quantity': 1}]"
2022-10-29 09:05:48.261796,1,7,573,"[{'name': 'fruitien apple nector 1000 ml', 'quantity': 3}, {'name': 'safeguard 70 gms 2 cp bundle pack(10)', 'quantity': 1}]"
2021-01-13 09:51:22.818787,1,16,940,"[{'name': 'orange marmalade jam 200gm', 'quantity': 3}, {'name': 'clear shampoo lemon fresh 380 ml(08)', 'quantity': 1}]"
2022-02-05 09:52:32.552179,1,24,187,"[{'name': 'scotch brite  classic pad large,3pcs(28)', 'quantity': 1}]"
2023-11-20 15:49:28.712522,1,19,28,"[{'name': 'roco rs 5 (bag) (61)', 'quantity': 2}, {'name': ""khyber safety match/u 10's"", 'quantity': 1}]"
2022-11-04 17:43:52.434527,1,15,124,"[{'name': 'wiz h/wash 250ml bottle anti bacterial green (60)', 'quantity': 1}]"
2023-02-10 16:51:54.249566,1,35,270,"[{'name': 'pakora poni m', 'quantity': 1}]"
2021-10-09 17:26:05.815566,1,22,640,"[{'name': 'black salt 200 gm (39)', 'quantity': 3}, {'name': 'naturelle cooking oil 1 ltr btl(rmol)(1a)', 'quantity': 1}]"
2023-02-08 08:43:00.986817,1,17,30,"[{'name': 'dream crm chlt van bis m.s/p', 'quantity': 3}]"
2021-08-11 18:13:40.326772,1,1,132,"[{'name': 'crispo achari masala 250 gm(59)', 'quantity': 1}]"
2021-01-17 08:06:56.601808,1,1,193,"[{'name': 'fauji vermicellies rstd', 'quantity': 3}, {'name': 'normal salt 800gms', 'quantity': 2}]"
2021-05-31 12:21:59.224511,1,1,4947,"[{'name': 'crispo achari masala 250 gm(59)', 'quantity': 1}, {'name': 'maan c/ oil 5 ltr pet ', 'quantity': 3}]"
2022-04-20 12:19:34.883277,1,10,2330,"[{'name': 'golden sun 10 kg bkt ', 'quantity': 1}, {'name': 'gastrial plus plain tab 120,s(75)', 'quantity': 3}]"
2021-11-17 13:51:36.926542,1,10,975,"[{'name': 'mitchells strawberry jam 340 gm(44)', 'quantity': 3}]"
2023-01-10 20:32:15.399441,1,34,735,"[{'name': 'rice spoon 6 pcs asst (16 gauge) stainless steel', 'quantity': 3}]"
2023-06-27 21:47:46.989333,1,16,420,"[{'name': 'nutri fish cracker100 gm (1w)', 'quantity': 3}]"
2023-03-28 09:18:43.299701,1,7,63,"[{'name': 'test', 'quantity': 1}, {'name': 'mr.muscle batoom & multipurpose 200 ml(59)', 'quantity': 1}]"
2021-04-08 19:02:46.589819,1,11,435,"[{'name': 'wave koli 161002', 'quantity': 1}]"
2023-11-16 12:29:24.520319,1,35,365,"[{'name': 'caresseoud hand wash arbian woods 400 ml(95)', 'quantity': 1}]"
2023-04-29 15:56:08.793857,1,35,1170,"[{'name': 'dettol 95g 4s pack c/p', 'quantity': 3}, {'name': 'rio dc 336.gm promo (1 ticky pack free)', 'quantity': 3}]"
2022-09-20 16:27:00.754908,1,12,110,"[{'name': 'shan tez lal mirch pdr 45 gm(62)', 'quantity': 1}]"
2021-06-26 16:13:58.318302,1,24,169,"[{'name': 'novella caramel 24 x 24 box(61)', 'quantity': 3}, {'name': 'ariel 500 gm downy', 'quantity': 1}]"
2023-06-23 21:03:06.009032,1,25,505,"[{'name': 'cfl  rio strawberry vanilla munch pack 42 gm (13)', 'quantity': 3}, {'name': 'toyo nasic flora jug with lid', 'quantity': 1}]"
2023-09-25 18:17:55.283122,1,36,1275,"[{'name': 'mom & me talcum 110 ml (41)', 'quantity': 1}, {'name': 'ss wiper bend clump small(24)', 'quantity': 2}]"
2022-05-05 08:02:55.255094,1,14,29,"[{'name': 'knock out simply salt 39 gm-gloss', 'quantity': 1}]"
2021-05-23 10:46:03.182224,1,15,499,"[{'name': 'ajwa hony 500 grm', 'quantity': 1}, {'name': 'shield baby wipes (53)', 'quantity': 1}]"
2022-06-12 10:22:41.482028,1,21,268,"[{'name': 'gold falke by rothmans of london 20 hl cigrate (only for jails)(99)', 'quantity': 1}, {'name': 'rex white liquid 50 ml', 'quantity': 2}]"
2022-04-19 08:37:45.803725,1,37,800,"[{'name': 'smart ketchup family pack 800 gm (58)', 'quantity': 1}, {'name': 'tapal family mix 475 gms pouch rs 50 off(37)', 'quantity': 1}]"
2022-03-05 13:29:42.618447,1,10,478,"[{'name': 'commander antibacterial soap lemon cool 30 gm(54)', 'quantity': 2}, {'name': 'kontrol aerosol 400ml(59)', 'quantity': 2}]"
2022-05-11 11:24:23.370351,1,7,3093,"[{'name': 'balti new plastic w/o top 35 ltr ', 'quantity': 3}, {'name': 'dunhill swithc 20 hl cigrate (only for jails)(96)', 'quantity': 1}]"
2022-11-03 09:37:14.816534,1,10,134,"[{'name': 'nutri snacks ring 40 gm (1w)', 'quantity': 1}, {'name': '3g safety match box regular small 10 s', 'quantity': 2}]"
2023-12-17 16:28:24.348074,1,19,530,"[{'name': 'petal fresh facial surb/t200ml', 'quantity': 2}]"
2022-03-02 08:34:38.162944,1,24,245,"[{'name': 'mehran chapli kabab 100 gm(67)', 'quantity': 1}]"
2021-09-29 19:11:18.558629,1,37,38,"[{'name': 'national degi qorma 40 gm(56)', 'quantity': 1}]"
2022-10-05 20:20:17.479454,1,19,1302,"[{'name': 'lipton yl blk kpk 400 gm (rmbt) (16)', 'quantity': 2}]"
2021-07-06 20:44:16.252501,1,15,425,"[{'name': 'garnier colors natural 2 soft black(79)', 'quantity': 1}]"
2021-07-17 18:52:43.460862,1,20,188,"[{'name': '4me soap  lavender 105 gms(55)', 'quantity': 3}, {'name': 'marvel poppy seed khashkhas 100 gm (63)', 'quantity': 2}]"
2022-09-23 11:37:36.792813,1,11,3850,"[{'name': 'chicken breast fillet 1 kg', 'quantity': 2}, {'name': 'zug washing powder 4 kg (89)', 'quantity': 3}]"
2023-07-24 21:37:21.721992,1,1,85,"[{'name': 'shafay sher khorma 150 gm (2a)', 'quantity': 1}]"
2023-08-17 20:23:13.363122,1,11,1119,"[{'name': 'nivea men shaving cream protect & care 60gm(59)', 'quantity': 2}, {'name': 'express deterdent 1 kg', 'quantity': 3}]"
2021-11-26 18:43:21.492260,1,17,1677,"[{'name': 'national curry 1100 gm for (only for kpk)(56)', 'quantity': 3}, {'name': 'dawn cake rusk (regular pack) 80 gm (94)', 'quantity': 2}]"
2021-06-22 08:25:32.119716,1,3,57,"[{'name': 'crown mango 36x18(61)', 'quantity': 3}, {'name': 'shezan all pure 250 ml mango, guava,tropical,pineapple(47)', 'quantity': 1}]"
2021-01-08 16:49:39.791182,1,5,220,"[{'name': 'iqra sawaian 200 gm (39)', 'quantity': 2}]"
2021-02-06 09:28:51.596412,1,10,1820,"[{'name': 'dalda cooking oil 2.5 ltr tin (for all usc zone except karachi) (old code)(1c)', 'quantity': 2}]"
2021-06-06 18:02:09.317933,1,4,20,"[{'name': 'nestle bunyad choco 26 gm pak(57)', 'quantity': 1}]"
2021-09-07 12:02:35.512939,1,13,60,"[{'name': 'isphaghol husk 50gm', 'quantity': 1}]"
2022-12-27 11:16:03.540291,1,20,1901,"[{'name': 'kisan sunflower oil 3 ltr btl ', 'quantity': 3}, {'name': 'chai patti craft paper pack 125 gm(rmbt)', 'quantity': 2}]"
2022-05-26 14:43:33.427130,1,23,2955,"[{'name': 'laziza pista coconut kheer 155 gm(82)', 'quantity': 3}, {'name': 'habib ghee 2.5 kg tin', 'quantity': 3}]"
2023-11-21 12:46:17.687051,1,13,1920,"[{'name': 'eva vegetable banaspati 5 kg tin (for id/pr/ad zone)', 'quantity': 1}, {'name': 'cosmic tooth paste 125gms', 'quantity': 2}]"
2021-08-04 16:48:49.831946,1,3,6,"[{'name': 'milk chocolate eclairs box 220 gm', 'quantity': 2}]"
2023-04-17 12:33:27.154828,1,4,381,"[{'name': 'tang litter bottel', 'quantity': 3}]"
2021-08-07 11:19:19.429199,1,11,648,"[{'name': 'gastrail plus aamchorr tab 120,s(75)', 'quantity': 3}, {'name': 'maggi noodels masala 65 gm(57)', 'quantity': 2}]"
2022-01-02 19:23:41.195458,1,20,1100,"[{'name': 'body spray fascino charming men 200 ml(55)', 'quantity': 2}]"
2022-08-15 08:28:50.411690,1,24,510,"[{'name': 'colgate sensitive paste 100gm(05)', 'quantity': 3}]"
2023-08-26 16:23:43.233392,1,19,455,"[{'name': 'phoool karachi gosht masala 50 gm(73)', 'quantity': 3}, {'name': 'shafay dhania whole 100 gm (2a)', 'quantity': 2}]"
2021-10-09 17:02:58.561064,1,25,387,"[{'name': 'mehran garlic powder 50 gm(67)', 'quantity': 3}]"
2022-09-16 13:00:15.595376,1,34,495,"[{'name': 'golden sun cooking  oil 1ltr (rmol)', 'quantity': 1}]"
2022-12-03 20:15:27.338736,1,35,3293,"[{'name': 'golden sun ghee 10kg bkt ', 'quantity': 1}, {'name': 'n.vcr old used', 'quantity': 3}]"
2023-06-03 17:52:04.517648,1,1,949,"[{'name': 'carts victor plus', 'quantity': 1}, {'name': 'lipton green tea pineapple 100x25s (16)', 'quantity': 3}]"
2023-05-24 19:22:12.756384,1,5,1514,"[{'name': 'skin white shea butter lotion 150 ml(59)', 'quantity': 3}, {'name': 'palmolive liquid h/wash antibac 225 ml bottle(05)', 'quantity': 2}]"
2022-03-05 21:34:03.999400,1,36,430,"[{'name': 'karak tea whitener 200 ml', 'quantity': 2}, {'name': 'roll patti  25 sheet ', 'quantity': 2}]"
2022-09-29 16:04:54.973015,1,35,280,"[{'name': 'nutri chipsticks spicy 60 gm (1w)', 'quantity': 2}]"
2023-09-05 13:56:59.382226,1,4,174,"[{'name': 'samsol hair colour s -45 black 23 ml(59)', 'quantity': 2}]"
2022-10-27 09:37:02.898847,1,24,324,"[{'name': 'nestle fruita vitals mango orange 200 ml(57)', 'quantity': 1}, {'name': 'fauji glow landry starch 300 ml', 'quantity': 3}]"
2021-06-20 10:06:00.138081,1,23,705,"[{'name': 'multifunctional garlic grinder', 'quantity': 3}, {'name': 'golden pasta flavoured 170 gm(32)', 'quantity': 3}]"
2021-10-21 21:53:29.622129,1,12,412,"[{'name': 'kohinoor ecial quality soap 4 cakes 1 kg', 'quantity': 2}]"
2022-10-11 13:42:26.857492,1,7,510,"[{'name': 'alpifresh  cream 150 ml', 'quantity': 3}]"
2021-09-12 16:21:53.919877,1,7,168,"[{'name': 'agro pak cinamon stick 50 gm(92)', 'quantity': 2}]"
2022-08-19 20:46:44.358142,1,24,3090,"[{'name': 'english antibacterial toothpaste - brush pack70 gms (sarwana)(41)', 'quantity': 3}, {'name': 'kashmir can/ 5 ltr tin(48)', 'quantity': 3}]"
2023-07-11 14:27:19.995220,1,20,1795,"[{'name': 'axe shampoo', 'quantity': 3}, {'name': 'golden country corn flakes 500 gm ', 'quantity': 2}]"
2022-12-08 10:02:08.524758,1,5,1075,"[{'name': 'chicken whole legs 1 kg', 'quantity': 1}, {'name': 'atif premium cooking oil 5 ltr pouch', 'quantity': 3}]"
2022-07-09 19:35:25.913853,1,18,4923,"[{'name': 'shield diaper mega bachat 62 medium (consumer(53)', 'quantity': 1}, {'name': 'maan b/pati 5 kg tin ', 'quantity': 2}]"
2022-07-12 11:18:09.732460,1,13,4100,"[{'name': 'nestle cerelac 3 fruit 750 gm(57)', 'quantity': 2}, {'name': 'golden maeroni elbow  400 gm(32)', 'quantity': 3}]"
2021-12-24 19:12:23.681416,1,35,1030,"[{'name': 'body spry sahara luluat alsharq uae 200 ml(55)', 'quantity': 2}]"
2021-11-23 17:36:43.645734,1,24,165,"[{'name': 'national jelly orange 80 gm(56)', 'quantity': 3}]"
2022-10-16 13:32:15.036328,1,21,589,"[{'name': 'sufi super dertergents powder 1000 gm(29)', 'quantity': 2}, {'name': 'nl chilli pdr 50 gm', 'quantity': 3}]"
2021-02-12 17:47:43.689569,1,5,235,"[{'name': 'vo5 shampoo  extra body 325 ml(55)', 'quantity': 1}]"
2022-06-27 14:44:13.823289,1,13,798,"[{'name': 'national turemeric powder 50 ms(56)', 'quantity': 3}, {'name': 'oral b pro expert enamel', 'quantity': 3}]"
2023-07-01 14:39:14.159132,1,25,10,"[{'name': 'jelly chili mili 36 bags 36 box(61)', 'quantity': 2}]"
2021-09-14 20:00:34.749568,1,15,8280,"[{'name': 'kashmir canola oil 4.5 ltr btl (rmol)', 'quantity': 3}]"
2021-06-28 08:43:01.591606,1,11,24,"[{'name': 'kasuri methi 50 gm', 'quantity': 1}]"
2023-02-23 19:36:51.420433,1,34,433,"[{'name': 'rlx t bursh expert plus soft(55)', 'quantity': 2}, {'name': 'cotton wool 200 gm(20)', 'quantity': 1}]"
2021-06-17 14:44:03.730186,1,14,242,"[{'name': 'butterfly (mother comfort) ladies sanitory napkins 10s', 'quantity': 2}, {'name': 'shafay black peper whole 50 gm (2a)', 'quantity': 2}]"
2022-09-09 15:25:29.665493,1,20,16,"[{'name': 'dar chini raw (ob-r)', 'quantity': 1}, {'name': 'clear shmpoo cool blck 4.5ml(08)', 'quantity': 3}]"
2023-01-18 14:31:08.910371,1,24,6595,"[{'name': 'golden maearoni shell bag 400 gm(32)', 'quantity': 2}, {'name': 'cordless telephone long', 'quantity': 3}]"
2022-04-12 10:36:17.779989,1,20,275,"[{'name': 'goldfish pencil eraser 45s card board box (43)', 'quantity': 1}]"
2021-10-29 18:57:49.232305,1,24,296,"[{'name': 'adaa beauty soap with milk& almond 140 gms(54)', 'quantity': 2}, {'name': 'fauji q.set jellu 42 gm', 'quantity': 2}]"
2021-12-24 17:38:47.252440,1,19,1021,"[{'name': 'ariel touch of downy 450g(10)', 'quantity': 3}, {'name': 'hankies garden dienser', 'quantity': 1}]"
2023-05-08 14:31:14.208709,1,4,1620,"[{'name': 'crown rice basmati 2 kg(131)(r)', 'quantity': 3}]"
2023-11-30 10:45:08.384787,1,19,890,"[{'name': 'crispo spaghetti box pack 900 gm(59)', 'quantity': 2}]"
2023-05-05 21:17:18.246571,1,7,390,"[{'name': 'powder jhonsons 100 gm(55)', 'quantity': 3}]"
2021-02-21 15:18:30.174607,1,12,670,"[{'name': 'jacker potato cris 160 gm can bbq ', 'quantity': 2}, {'name': 'mop with screw rod 250 gm', 'quantity': 2}]"
2022-02-17 14:33:21.674587,1,15,198,"[{'name': 'commander fruity soap lemon 140 gm(54)', 'quantity': 2}]"
2021-09-23 11:44:57.269723,1,3,1263,"[{'name': 'sufi super pwdr 500 gm(29)', 'quantity': 3}, {'name': 'kisan c/oil 1 ltr', 'quantity': 3}]"
2021-09-14 10:27:59.832428,1,14,700,"[{'name': 'sogi sunderkhani 100 gm(92)', 'quantity': 1}, {'name': 'lifebuoy herbal 360 ml', 'quantity': 2}]"
2023-10-09 08:51:37.743983,1,24,10,"[{'name': 'jubilee 8 gm (mitchells fruit)(44)', 'quantity': 1}]"
2022-12-12 17:40:58.023572,1,12,258,"[{'name': 'english prickly heat cream active neem l 80 gm (41)', 'quantity': 1}, {'name': 'eco bay leaves 25gm (88)', 'quantity': 1}]"
2023-10-31 16:34:59.740279,1,4,35556,"[{'name': 'atta 20kg bag imported hilly areas (sub) (rmat)', 'quantity': 2}, {'name': 'photostate machine', 'quantity': 2}]"
2023-05-03 10:25:30.106142,1,34,798,"[{'name': 'olympia match l  pkt (34)', 'quantity': 2}, {'name': 'habib ghee 1kg pouch', 'quantity': 2}]"
2021-11-23 15:09:42.839464,1,15,460,"[{'name': 'cerelac banana 175 gms(57)', 'quantity': 2}, {'name': 'wiz car shampoo polish 60 ml sct (60)', 'quantity': 1}]"
2022-01-03 20:22:18.925203,1,19,942,"[{'name': 'primex multi s 691013', 'quantity': 3}, {'name': 'slanty jalapeno 55 gm', 'quantity': 3}]"
2022-11-12 16:09:58.484295,1,16,1010,"[{'name': 'dawn chocolate cupcake (box) 210 gm (94)', 'quantity': 2}, {'name': 'himalaya kajal', 'quantity': 2}]"
2021-07-06 14:28:11.234145,1,10,230,"[{'name': 'gurr 1 kg (only for jails)(39)', 'quantity': 1}]"
2022-09-18 17:55:06.939338,1,4,120,"[{'name': 'best white till 100 gm(38)', 'quantity': 1}]"
2023-06-24 10:57:10.953606,1,10,297,"[{'name': 'rose patel perfumed soft pack 550 s(59)', 'quantity': 1}]"
2022-09-17 18:19:24.978637,1,4,453,"[{'name': '(wrong code) ssafeguard bs pure white 3x95g 72 pk bundle(10)', 'quantity': 3}]"
2021-10-20 14:47:04.013915,1,5,90,"[{'name': 'english biscuits sooper 66 gm (14)', 'quantity': 1}, {'name': 'nutri tez pata 50gm (1w)', 'quantity': 1}]"
2023-08-15 16:34:21.308216,1,11,1202,"[{'name': 'eco corriander whole 100gm (88)', 'quantity': 3}, {'name': 'agro pak murabba carrot 1000 gm (92)', 'quantity': 2}]"
2023-09-13 09:58:02.175560,1,18,121,"[{'name': 'shrbt sandal classic 800ml', 'quantity': 1}]"
2021-10-23 12:48:36.640275,1,37,68,"[{'name': 'utility anardana (ob-v)', 'quantity': 1}]"
2023-06-23 16:35:19.532712,1,22,2189,"[{'name': 'white loin super basmati rice 5 kg ', 'quantity': 3}, {'name': 'daal bigi i s 100 gm ', 'quantity': 1}]"
2022-05-07 14:18:29.179831,1,10,475,"[{'name': 'wiper angle exl', 'quantity': 1}, {'name': 't brush fo adults deep clean', 'quantity': 3}]"
2021-02-27 14:01:28.298733,1,14,490,"[{'name': 'dettol 138g 4s pack save 50/-', 'quantity': 2}]"
2023-04-08 13:13:00.318773,1,19,600,"[{'name': 'balti new plastic with top 9 ltr ', 'quantity': 2}]"
2022-04-10 21:24:49.021189,1,5,459,"[{'name': 'roll patti  25 sheet ', 'quantity': 1}, {'name': 'nova rocks 280ml', 'quantity': 3}]"
2023-06-05 13:19:43.434149,1,25,205,"[{'name': 'benz phenyl white perfumed 3 ltr(17)', 'quantity': 1}]"
2021-08-26 14:03:47.329112,1,16,737,"[{'name': 'sunsilk shampoo long & healthy 4.5ml(08)', 'quantity': 3}, {'name': 'toyo or-fruit set 6+1', 'quantity': 1}]"
2021-05-16 13:19:03.191593,1,35,6885,"[{'name': 'kashmir premium gold 4.5 ltr btl (rmol)', 'quantity': 3}]"
2023-09-09 11:34:18.942286,1,21,330,"[{'name': 'agro pak bedyan khatai 25 gm (92)', 'quantity': 3}]"
2023-12-20 18:26:54.059611,1,16,760,"[{'name': 'super sella 1kg ', 'quantity': 3}, {'name': 'fairmenz cream 60gm(59)', 'quantity': 1}]"
2022-05-30 12:17:27.733353,1,1,3625,"[{'name': 'kashmir premium gold 5ltr btl(48)', 'quantity': 3}, {'name': 'yardley powder 250gm', 'quantity': 2}]"
2021-05-26 20:54:41.679456,1,22,5130,"[{'name': 'kisan s/f oil 10 ltr', 'quantity': 3}]"
2021-12-17 15:08:45.704280,1,24,351,"[{'name': 'crispo pudding egg 84 gm(59)', 'quantity': 3}]"
2022-03-21 19:10:13.490170,1,21,1080,"[{'name': 'diamond salan deep plate 401012', 'quantity': 2}]"
2022-05-04 20:09:54.226434,1,17,824,"[{'name': 'mughal royal classic 1 kg(135)(r)', 'quantity': 2}]"
2022-02-06 11:42:50.824432,1,7,885,"[{'name': 'kilite phenyl plastic pack 3000 ml (saf ent)(24)', 'quantity': 3}, {'name': 'fruit/ veg knife hd asst  16 gauge stainless steel', 'quantity': 3}]"
2022-05-06 12:23:28.712435,1,36,1170,"[{'name': 'dettol multi purpose cleaner 1000 ml citrus(04)', 'quantity': 1}]"
2022-03-14 18:35:34.062710,1,35,2034,"[{'name': 'forhan,s anti dandruff herbal hair oil 100 ml', 'quantity': 3}, {'name': 'dalda (fortified) cooking oil 1 ltr pouch(rmol)(1c)', 'quantity': 3}]"
2021-01-05 11:44:17.546221,1,4,375,"[{'name': 'domex toilet blue 750mlimp(08)', 'quantity': 1}]"
2023-01-27 13:28:44.666315,1,36,280,"[{'name': 'sultan ollive leaf 50 gm', 'quantity': 1}]"
2021-01-29 17:51:52.313031,1,12,909,"[{'name': 'tub no.1', 'quantity': 3}, {'name': 'dettol soap original 110 gm (04)', 'quantity': 3}]"
2021-03-04 08:28:47.976124,1,11,108,"[{'name': 'shang ketchup 500g 15/of', 'quantity': 1}]"
2021-11-04 08:42:51.512316,1,18,1022,"[{'name': 'ponds sheet mask aloevera  20 gms(08)', 'quantity': 2}, {'name': 'star mixer mango btl 300 gm(69)', 'quantity': 2}]"
2022-08-10 18:42:41.616467,1,19,975,"[{'name': 'rlx lotion 200 ml natural nourishing 200 ml(55)', 'quantity': 3}]"
2021-11-02 17:45:13.645998,1,25,2204,"[{'name': 'shangrila trio pack 700 ml(26)', 'quantity': 1}, {'name': 'glint kitchen cleaner 500 ml(59)', 'quantity': 3}]"
2022-03-09 14:02:26.870448,1,4,786,"[{'name': 'jazaa mango custard 250 gm (1q)', 'quantity': 3}, {'name': 'tyfon lnqilab glass cleaner 500 ml', 'quantity': 1}]"
2023-03-10 17:56:54.894662,1,11,296,"[{'name': 'insta macaroni creamy(59)', 'quantity': 2}]"
2022-06-16 19:04:56.533230,1,13,449,"[{'name': 'shan achar gosht masala 25 gm (62)', 'quantity': 1}, {'name': 'smart real mayonnaise 200 ml (58)', 'quantity': 2}]"
2023-10-02 09:46:54.116641,1,13,997,"[{'name': 'mach3 turbo cart 2-n(10)', 'quantity': 1}]"
2023-02-01 21:10:57.188583,1,7,5055,"[{'name': 'maan banaspati 5 kg tin', 'quantity': 3}]"
2022-10-24 20:49:33.656763,1,5,631,"[{'name': 'chinese egg noodles box pack 300 gm(59)', 'quantity': 2}, {'name': 'anti dandruff shampo soth mois(2 in', 'quantity': 1}]"
2023-03-21 20:38:19.512576,1,22,3300,"[{'name': 'agro pak dhania powder 200 gm(92)', 'quantity': 3}, {'name': 'golden sun c/ oil 5 ltr btl ', 'quantity': 3}]"
2023-12-12 18:31:36.705162,1,24,106,"[{'name': 'face fresh fairness cream', 'quantity': 2}]"
2021-09-17 21:00:02.093355,1,18,226,"[{'name': 'agro pak kewara bottle 25 ml (92)', 'quantity': 1}, {'name': 'lifebuoy nature t1 70 gms(08)', 'quantity': 2}]"
2021-10-07 09:12:47.450513,1,21,667,"[{'name': 'non scratch l laminte (28)', 'quantity': 1}, {'name': 'diamon wash well sct 1000 ml ldry detergent', 'quantity': 3}]"
2023-12-14 18:44:50.760390,1,25,108,"[{'name': 'tea max 175 ml tea whitener  (51)', 'quantity': 1}, {'name': 'bio nikhar cream jar std', 'quantity': 1}]"
2022-01-24 15:37:02.011230,1,35,2340,"[{'name': 'aspine synthetic liquid dishwash  750 ml(18)', 'quantity': 3}, {'name': 'mehran tomato k/up 400 gm(67)', 'quantity': 3}]"
2023-05-14 12:45:22.172401,1,23,155,"[{'name': 'rafhan quick set jelly mango np-2 80gm ', 'quantity': 1}]"
2023-07-08 11:35:08.843208,1,13,204,"[{'name': 'm.g fairness snow tb', 'quantity': 3}, {'name': 'mango juice 250 ml', 'quantity': 3}]"
2021-01-31 20:54:27.885613,1,37,625,"[{'name': 'baygon-lmd-refill 41 ml (a.k.a)(59)', 'quantity': 1}, {'name': 'nova bistro 370ml', 'quantity': 2}]"
2022-07-17 13:54:50.859932,1,15,269,"[{'name': 'mehran chilli sauce 300 gm(67)', 'quantity': 1}, {'name': 'ecial food red chilli coarsely grinded 100 gm', 'quantity': 3}]"
2022-12-10 09:16:29.944002,1,15,614,"[{'name': 'mehran chili garlic sauce 400 gm(67)', 'quantity': 2}, {'name': 'ajwa honey 125 gm bt', 'quantity': 2}]"
2023-05-30 19:21:33.508667,1,4,49,"[{'name': '(wrong code ) capri pro h155g', 'quantity': 1}]"
2023-12-09 09:29:12.912548,1,16,848,"[{'name': 'vim dishwash bar hi jump lemon 200 gm(08)', 'quantity': 1}, {'name': 'mezan tea ultra rich 475 gm(68)', 'quantity': 2}]"
2022-09-10 15:48:42.559572,1,25,1110,"[{'name': 'jazaa fish masala 50 gm (1q)', 'quantity': 2}, {'name': 'sufi sunflower oil 2.5ltr', 'quantity': 2}]"
2021-05-01 11:30:57.361612,1,3,250,"[{'name': 'cfl rio strawberry vanilla 112.1 gm pkt (13)', 'quantity': 3}, {'name': 'shan delve custard 27 gm banana (62)', 'quantity': 1}]"
2023-12-12 10:45:25.956787,1,4,1185,"[{'name': 'harpic rose 500 ml (04)', 'quantity': 3}, {'name': 'silk gercy cloth', 'quantity': 2}]"
