,name,price,Sale Price,Category
448,golden sun ghee 10k,1730,1384,Ghee
449,mezan ghee 5 kg bkt old code,1690,1352,Ghee
450,aghaz banaspati 1*16 kh pouch (for ad/pr zone),180,162,Ghee
451,habib ghee 1kg  pouch(pg)(87),455,409,Ghee
452,maan b/pati 10 kg bkt e,3320,2656,Ghee
453,soya supreme banaspati 10 kg tin(pg),2553,2042,Ghee
454,naturelle banaspati  1 kg pouch(1a)(pg),470,423,Ghee
455,eva vegetable banaspati 5 kgtin(pg),2620,2096,Ghee
456,kisan ghee 5kg bkt,765,650,Ghee
457,kisan ghee 5kg bkt,776,659,Ghee
458,eva vegetable banaspati 5 kg tin (for id/pr/ad zone),1710,1368,Ghee
459,maan banaspati 5 kg tin,1685,1348,Ghee
460,mezan ghee 2.5 kg bkt old code,860,731,Ghee
461,manpasand ghee 900 gm pouch (1c)(pg),399,359,Ghee
462,darja awal ghee 2.5kg,408,367,Ghee
463,dalda fort b/pati 1x5 kg pouch  (old code)(1c),354,318,Ghee
464,pakpure desi ghee 1 kg(49),1427,1141,Ghee
465,dettol soap100g(2+1) skin/c,124,111,Toilet Soaps
466,ivy refreshing beauty soap 115 gms(27),75,71,Toilet Soaps
467,euro delux beauty soap cucumber 115 gms(93),75,71,Toilet Soaps
468,lifebuoy total twin pack 130 gms(08),178,160,Toilet Soaps
469,milan soap vermicelli 800 gm (22),116,104,Toilet Soaps
470,capri toilet soap purple 120 gms x3 (cp (rs.25/-off)(07),325,292,Toilet Soaps
471,tibet deluxe standard toilet soap 75 gm,25,23,Toilet Soaps
472,commander fruity soap strawberry 140 gm(54),99,94,Toilet Soaps
473,4me soap  lavender 105 gms(55),46,43,Toilet Soaps
474,adaa beauty soap with milk& almond 140 gms(54),114,102,Toilet Soaps
475,dettol 138g 4s pack save 50/-,245,220,Toilet Soaps
476,dettol soap original 110 gm (04),148,133,Toilet Soaps
477,lifebuoy nature t1 70 gms(08),61,57,Toilet Soaps
478,azadi bath 120gm,19,18,Toilet Soaps
479,lifebuoy total 115 gm,34,32,Toilet Soaps
480,lifebuoy tatal 115g 2/save,39,37,Toilet Soaps
481,soap beauty rlx nourishing touch indonisia 150 gm(55),69,65,Toilet Soaps
482,sufi soap ecial quality per kg(11),475,427,Toilet Soaps
483,sfg bs pure white 125 gms (10),143,128,Toilet Soaps
484,lifebuoy care (cp rs.10/-off trio pack) 106 gms(08),134,120,Toilet Soaps
485,safe guard white 70 gms eco pack,59,56,Toilet Soaps
486,dettol soap 130 gm re-energize (04),267,240,Toilet Soaps
487,lifebuoy soap care 155gm,54,51,Toilet Soaps
488,milan regular quality 800 gm (22),145,130,Toilet Soaps
489,savannah majestic glow 125 gms(27),105,94,Toilet Soaps
490,dettol soap 145g (3b 25off),170,153,Toilet Soaps
491,colgate protex balance soap 95 gms(05),119,107,Toilet Soaps
492,dettol soap cool 80 gm (04),125,112,Toilet Soaps
493,palmolive s/w anti bacterial 250 ml(05),197,177,Toilet Soaps
494,lifebuoy soap bar total trio 36x3 130 gms(08),315,283,Toilet Soaps
495,neem soap 100 gm (41),184,165,Toilet Soaps
496,4me soap  pearl 130 gm(55),120,108,Toilet Soaps
497,hoor b/s(alove vera)w 60g,10,9,Toilet Soaps
498,euro delux beauty soap milk almond 115 gms(93),75,71,Toilet Soaps
499,lilly toilet soap lilly large purple145 gms x6 sw(07),296,266,Toilet Soaps
500,vital antibacterial soap (maximum protection) 95 gms(30),128,115,Toilet Soaps
501,sfg lhs floral scent 375ml refill-pd(10),469,422,Toilet Soaps
502,savannah london passion 75 gms (special fregrance),31,29,Toilet Soaps
503,toilet soap hypro  energetic 120 gms x 3 rs.15 off(07),275,247,Toilet Soaps
504,savannah b/b/soap 150gm(27),54,51,Toilet Soaps
505,safeguard 70 gms 2 cp bundle pack(10),57,54,Toilet Soaps
506,commander antibacterial soap lemon cool 30 gm(54),27,25,Toilet Soaps
507,commander fruity soap lemon 140 gm(54),99,94,Toilet Soaps
508,lifebuoy care 100 gms(08),79,75,Toilet Soaps
509,lifebuoy care twin pack 130 gms,178,160,Toilet Soaps
510,sfg body wash white 400ml(10),489,440,Toilet Soaps
511,(wrong code)  safeguard total 10 vitamin 70 gm(10),37,35,Toilet Soaps
512,vital care antibacterial soap 135 gms(30),150,135,Toilet Soaps
513,dettol soap radiance 100 gm(04),49,46,Toilet Soaps
514,palmolive natural 98 gms (consumer promotion saver pack 5 in 1 save rs.30/-)(05),470,423,Toilet Soaps
515,savanah 75 gm smooth creamy,26,24,Toilet Soaps
516,opal toilet soap 4+1 creamy  60 gms x 5(07),197,177,Toilet Soaps
517,capri pro h75g(07),31,29,Toilet Soaps
518,medicam antibacterial soap 110 gms ice mint(09),71,67,Toilet Soaps
519,savanah p/rom 115 gm,41,38,Toilet Soaps
520,caley beauty soap 125 gms(23),103,92,Toilet Soaps
521,colgate protex saver pack balance- 130gms x3(05),399,359,Toilet Soaps
522,dettol soap original 1x4 pack 110 gms (consumer promotion save rs.40/-) (04),560,476,Toilet Soaps
523,lifebuoy nature 112 gm,38,36,Toilet Soaps
524,lifebuoy care 112g t/p,115,103,Toilet Soaps
525,sufi classic soap pink 70gms(11),60,57,Toilet Soaps
526,italiano hand wash 310 ml aqua splash(09),284,255,Toilet Soaps
527,sfg lhs floral scent 200ml-pd(10),280,252,Toilet Soaps
528,rlx perfume soap 125 gm boss refresh 125 gm(55),99,94,Toilet Soaps
529,rlx perfume soap 125 gm desire passion 125 gm(55),99,94,Toilet Soaps
530,nivea bar soap cream care 100 gm box(59),190,171,Toilet Soaps
531,dettol soap skincare 1x4 pack 110 gms (04),560,476,Toilet Soaps
532,palmolive soap naturals white (moisturizing glow) 165 gm (05),164,147,Toilet Soaps
533,soap frutis orange indonesia 70 gm(55),31,29,Toilet Soaps
534,dettol soap cool 110 gm (04),148,133,Toilet Soaps
535,capri toilet soap peach 150 gms(07),150,135,Toilet Soaps
536,dettol soap soothe 110 gm (04),148,133,Toilet Soaps
537,italiano hand washed 310 ml pearl glow(09),295,265,Toilet Soaps
538,dettol soap  original 160 gm(04),190,171,Toilet Soaps
539,dettol soap 95g l/fesh,52,49,Toilet Soaps
540,lux bar velvet  touch trio 3 x 135 (cp save rs.30/- 140 gms(08),189,170,Toilet Soaps
541,dettol mpc lavender 1 ltr (consumer promotion get mpc 200 free worth(04),640,544,Toilet Soaps
542,colgate protex aloe soap  95 gms(05),119,107,Toilet Soaps
543,dettol soap re-energize 170 gm (04),124,111,Toilet Soaps
544,lifebuoy total 112g t/p,115,103,Toilet Soaps
545,capri toilet soap white 150 gms(07),150,135,Toilet Soaps
546,palmolive 330 gm cp saver pack 3 in 1(05),158,142,Toilet Soaps
547,capri toilet soap peach 120 gms x3 (cp (rs.25/-off)(07),325,292,Toilet Soaps
548,"linkus nova oranges s/f 96,s(75)",71,67,Toilet Soaps
549,palmolive 130 gm(05),350,315,Toilet Soaps
550,dettol mpc citrus 1 ltr (consumer promotion get mpc 200 free worth rs.85/-)(04),640,544,Toilet Soaps
551,macho soap extreme red 110gm(59),87,82,Toilet Soaps
552,dettol 95g 4s pack c/p,150,135,Toilet Soaps
553,sfg bs lemon fresh 125gmsx72(10),143,128,Toilet Soaps
554,guardex anti bac awalening soap 140 gms(27),99,94,Toilet Soaps
555,sfg lhs floral scent 420ml-pd(10),559,475,Toilet Soaps
556,4me soap lime & aloevera 105 gms(55),46,43,Toilet Soaps
557,guardex anti bac enchanting soap 140 gms(27),99,94,Toilet Soaps
558,soap harmony orange indonesia 70 gm(55),33,31,Toilet Soaps
559,lifebuoy soap bar care trio 36x3 100 gms(08),262,235,Toilet Soaps
560,capri toilet soap blue 150 gms(07),150,135,Toilet Soaps
561,new palmolive natural milk & rose 130 gm pink(05),126,113,Toilet Soaps
562,dettol mpc citrus 1.8 ltr(04),996,846,Toilet Soaps
563,ubtan soap 100 gm (41),186,167,Toilet Soaps
564,vital fruity soap peach 130 gm(30),95,90,Toilet Soaps
565,capri toilet soap blue 120 gms(07),115,103,Toilet Soaps
566,savannah s&c 115 gm(27),35,33,Toilet Soaps
567,lux fresh splash 130 gms(08),122,109,Toilet Soaps
568,dettol mpc floral 1 ltr(04),640,544,Toilet Soaps
569,sanannah classic 95 gm(27),77,73,Toilet Soaps
570,new palmolive naturals citrus & cream 98 gms (orange)(05),97,92,Toilet Soaps
571,dettol soap 85 gm re energize (04),152,136,Toilet Soaps
572,nutty gurr 500 gm,96,91,Dry Fruits
573,sogi sunderkhani 100 gm(92),130,117,Dry Fruits
574,gurr 1 kg (only for jails)(39),230,207,Dry Fruits
575,chuara 250 gm,210,189,Dry Fruits
576,alo bukhara sour 15 gm,108,97,Dry Fruits
577,sultan missri 50 gm,60,57,Dry Fruits
578,best food kish mish 100 gm(38),170,153,Dry Fruits
579,kaju plain 200 gm,720,612,Dry Fruits
580,gurr 1 kg (only for jails) (38),230,207,Dry Fruits
581,pistachio salted  150 gm(74),300,270,Dry Fruits
582,khobani dry 250 gm,385,346,Dry Fruits
583,badam kaghzi 400 gm,950,807,Dry Fruits
584,agro pak alubukhara 200 gm (92),338,304,Dry Fruits
585,agro pak khopra sliced 100 gm (92),126,113,Dry Fruits
586,peanut whole 250 gm (only for jails) (38),220,198,Dry Fruits
587,peanut whole 250 gm (only for jails)(39),222,199,Dry Fruits
588,sultan dried apricot sukhi khubani ) 100 gm),145,130,Dry Fruits
589,anjeer 125 gm,475,427,Dry Fruits
590,eco dry plums (sweet) 100gm (88),150,135,Dry Fruits
591,pista shelled 200 gm,870,739,Dry Fruits
592,sogee irani l 200 gm(74),232,208,Dry Fruits
593,almond 100 gm (only for jails)(92),300,270,Dry Fruits
594,shakar 1kg (only for jails)(39),250,225,Dry Fruits
595,dustbin flower s st,176,158,Dustbin
596,naswar  6 gm pkt (only for jails)(92),35,33,All / Non Food /OTC
597,kofta kabab 340 gm,250,225,Frozen Food
598,kofta (stc) 9s pack (1n),425,382,Frozen Food
599,gola kabab economy pack 480 gm,525,446,Frozen Food
600,kofta (32 pcs) (kp frozen food),650,552,Frozen Food
601,chicken seekh kabab economy468 gm,875,743,Frozen Food
602,chicken fillet 1 kg (yes mom),485,436,Frozen Food
603,qeema samosa 280 gm,355,319,Frozen Food
604,beef seekh kabab 208 gm,405,364,Frozen Food
605,chicekn seekh kabab 540 gm,1015,812,Frozen Food
606,chicken rolls 380 gm,545,463,Frozen Food
607,chicken roll large 12 s (tasty frozen) (1p),155,139,Frozen Food
608,skinless whole chicken w/o giblets 1.2 kg,522,443,Frozen Food
609,chicken nugget family pack 1 kg (yes mom),485,436,Frozen Food
610,chicken chapli kebab 1050 gm,1238,990,Frozen Food
611,roll patti 300 gm,128,115,Frozen Food
612,mutton chapli kebab 600 gm,1265,1012,Frozen Food
613,chicken chapli kabab large 1 kg (yes mom),485,436,Frozen Food
614,"chicken samosa small 12,s (tasty frozen)(1p)",95,90,Frozen Food
615,beef shami kabab 256 gm,355,319,Frozen Food
616,chicken shish kabab 600 gm,652,554,Frozen Food
617,chicken breast fillet 1 kg,695,590,Frozen Food
618,chicken wings 1 kg,430,387,Frozen Food
619,chicken chapli kebab 600 gm,806,685,Frozen Food
620,potato samosa280 gm,175,157,Frozen Food
621,vegetable samosa 280 gm,198,178,Frozen Food
622,samosa patti 48 pcs (yes mom),83,78,Frozen Food
623,samosa patti 200 gm,118,106,Frozen Food
624,beef mince 400 gm,210,189,Frozen Food
625,beef mince 400 gm,588,499,Frozen Food
626,chicken samosa economy pak,380,342,Frozen Food
627,seekh kabab 210 gm,225,202,Frozen Food
628,chapli kabab value pack 900 gm,470,423,Frozen Food
629,chicken  seekh kabab 210 gm,442,397,Frozen Food
630,beef samosa large12 (tasty frozen) (1p),155,139,Frozen Food
631,beef roll small 6s (tasty frozen)(1p),95,90,Frozen Food
632,vegetable roll large 6s (tasty frozen)(1p),130,117,Frozen Food
633,vegtable samosa 12 pcs (yes mom),117,105,Frozen Food
634,spring rolls economy 760 gm,590,501,Frozen Food
635,beef chapli /k 600 gm,380,342,Frozen Food
636,sewing machine belt,2,2,Conf Miscellaneous
637,sun glasses,9,9,Conf Miscellaneous
638,piston  with out pin,143,129,Conf Miscellaneous
639,lady shoes,26,24,Conf Miscellaneous
640,watch pin,4,4,Conf Miscellaneous
641,pen china,4,4,Conf Miscellaneous
642,colon spray,100,95,Conf Miscellaneous
643,joger,224,201,Conf Miscellaneous
644,shangrilla imli ginger sauce smart pack 400 gm sap(26),220,198,Ketchup Pickles Sauce Vinegar
645,shangrilla mixed pickle 325 gm plastic jar(26),283,254,Ketchup Pickles Sauce Vinegar
646,national garlic paste 300 gm(56),130,117,Ketchup Pickles Sauce Vinegar
647,shangrilla garlic chilli sauce 950 gm sap soya sauce 235 gm (26),222,199,Ketchup Pickles Sauce Vinegar
648,shangrillatomato ketchup 475 gm pouch chilli sauce 100 ml (26),149,134,Ketchup Pickles Sauce Vinegar
649,phool vinegar 800 ml pet btl(73),106,95,Ketchup Pickles Sauce Vinegar
650,shangriila mustard sauce 227 gm(26),645,548,Ketchup Pickles Sauce Vinegar
651,thousand island kanas 400 gm89(59),352,316,Ketchup Pickles Sauce Vinegar
652,tomato ketchup kanas 100 gm pouch(59),36,34,Ketchup Pickles Sauce Vinegar
653,shangrila trio pack 700 ml(26),725,616,Ketchup Pickles Sauce Vinegar
654,malted vinigar 1/2 ltr (tops),22,20,Ketchup Pickles Sauce Vinegar
655,shangrla peri peri mild sauce 150ml(26),150,135,Ketchup Pickles Sauce Vinegar
656,national tomato ketchup 300 gm btl(56),93,88,Ketchup Pickles Sauce Vinegar
657,mitchells synthetic vinegar 800 ml(44),195,175,Ketchup Pickles Sauce Vinegar
658,shangrila peri peri garlic sauce 150ml(26),150,135,Ketchup Pickles Sauce Vinegar
659,mehran chilli pickle 320(67),273,245,Ketchup Pickles Sauce Vinegar
660,sh.t/ketchup 2kg bkt,328,295,Ketchup Pickles Sauce Vinegar
661,shangrilla tomato ketchup 225 gm(26),115,103,Ketchup Pickles Sauce Vinegar
662,knock out green chilli 26 gm gloss(1c),20,19,Ketchup Pickles Sauce Vinegar
663,vinegar white275 ml bake parlor(59),55,52,Ketchup Pickles Sauce Vinegar
664,muraba amla 1000 gm (only for jails) (38),480,432,Ketchup Pickles Sauce Vinegar
665,tomato ketchup 500 gm (36),194,174,Ketchup Pickles Sauce Vinegar
666,ketchup kanas bbq 400 gm (aka)(59),207,186,Ketchup Pickles Sauce Vinegar
667,national garlic pickle 310 gm(56),257,231,Ketchup Pickles Sauce Vinegar
668,siracha ketchup kanas 200 gm(59),86,81,Ketchup Pickles Sauce Vinegar
669,mango pickle 1000 gms (mitch.)deleted code,178,160,Ketchup Pickles Sauce Vinegar
670,mitchell chilli garlic sauce 250 gm,130,117,Ketchup Pickles Sauce Vinegar
671,t/ketchup 100 ml b/p(59),27,25,Ketchup Pickles Sauce Vinegar
672,smart chilli garlic 200 gm (58),110,99,Ketchup Pickles Sauce Vinegar
673,quice tomato ketchup 1 kg pouch(84),145,130,Ketchup Pickles Sauce Vinegar
674,shangrilla garlic chilli sauce 950 gm pouch rs 20/off(26),195,175,Ketchup Pickles Sauce Vinegar
675,shangrilla mixed pickle chunks 390 gm(26),330,297,Ketchup Pickles Sauce Vinegar
676,smart ketchup family pack 800 gm (58),365,328,Ketchup Pickles Sauce Vinegar
677,mehran tomato k/up 400 gm(67),220,198,Ketchup Pickles Sauce Vinegar
678,mehran chilli sauce 300 gm(67),140,126,Ketchup Pickles Sauce Vinegar
679,mehran chili garlic sauce 400 gm(67),220,198,Ketchup Pickles Sauce Vinegar
680,habib t-ketchup 1 kg,180,162,Ketchup Pickles Sauce Vinegar
681,national chilli garlic sauce 225 gm(56),110,99,Ketchup Pickles Sauce Vinegar
682,mehran soya sauce 300 ml(67),135,121,Ketchup Pickles Sauce Vinegar
683,national mix pickle 200 gm(56),55,52,Ketchup Pickles Sauce Vinegar
684,quice chilli garlic sauce 500 gm pouch(84),94,89,Ketchup Pickles Sauce Vinegar
685,key brand vinegar 750ml(72),140,126,Ketchup Pickles Sauce Vinegar
686,qarshi tomato ketchup 1000 gm(45),144,129,Ketchup Pickles Sauce Vinegar
687,shezan chilli sauce s 180 ml(47),96,91,Ketchup Pickles Sauce Vinegar
688,shan pickle mix 400 gm jar (62),274,246,Ketchup Pickles Sauce Vinegar
689,smart chicken spread smart pack 200gm(58),272,244,Ketchup Pickles Sauce Vinegar
690,shangrila peri peri extra hot 150ml(26),150,135,Ketchup Pickles Sauce Vinegar
691,mehran mix pickle 320 gm (67),260,234,Ketchup Pickles Sauce Vinegar
692,"mitchell,s chilli garlic sauce 400 gm",230,207,Ketchup Pickles Sauce Vinegar
693,shezan soya sauce 300 ml (47),135,121,Ketchup Pickles Sauce Vinegar
694,shangrilla garlic chilli sauce 475 gm sap soya sauce 120 ml (26),148,133,Ketchup Pickles Sauce Vinegar
695,shangrilla vinegar 700 ml btl (26),175,157,Ketchup Pickles Sauce Vinegar
696,kanas sirarcha sauce 500 gm  (aka)(59),635,539,Ketchup Pickles Sauce Vinegar
697,shangrilla garlic chilli sauce 475 gm sap rs 10/-off(26),139,125,Ketchup Pickles Sauce Vinegar
698,eco special mix pickle 400 gm (88),225,202,Ketchup Pickles Sauce Vinegar
699,kinza white vinegar 1 jar,140,126,Ketchup Pickles Sauce Vinegar
700,agro pak murabba carrot 1000 gm (92),436,392,Ketchup Pickles Sauce Vinegar
701,"mama,s chilli garlic sauce 1 kg (69)",237,213,Ketchup Pickles Sauce Vinegar
702,shezan satrang/mango pickle 950 gm stand alone poly bag,428,385,Ketchup Pickles Sauce Vinegar
703,satrang/mango pickle 180gm stand alon shezan(47),96,91,Ketchup Pickles Sauce Vinegar
704,qarshi tomato ketchup 500 gm(45),141,126,Ketchup Pickles Sauce Vinegar
705,phool vinger 500 ml pet btl(73),71,67,Ketchup Pickles Sauce Vinegar
706,jazaa garlic paste 330 gm (1q),300,270,Ketchup Pickles Sauce Vinegar
707,strang pickle 310 gm,240,216,Ketchup Pickles Sauce Vinegar
708,agro pak marabba amla 1000 gm (92),478,430,Ketchup Pickles Sauce Vinegar
709,national pickle hyderabadi mix 900 gm (56),580,493,Ketchup Pickles Sauce Vinegar
710,vinegar white 1000 ml bake parlor(59),91,86,Ketchup Pickles Sauce Vinegar
711,tomato puree 450 gm (mitchells fruit)(44),282,253,Ketchup Pickles Sauce Vinegar
712,nescafe chilled mocha 200 ml pak(57),100,95,"Beverages (Soft drink, Water, Juices, Syrups etc)"
713,rave red 400 ml,23,21,"Beverages (Soft drink, Water, Juices, Syrups etc)"
714,tang musami pouch 25 gm,10,9,"Beverages (Soft drink, Water, Juices, Syrups etc)"
715,shangrilla smile lychee flavored drink 250 ml(26),69,65,"Beverages (Soft drink, Water, Juices, Syrups etc)"
716,mezan ola water 600ml (1r),20,19,"Beverages (Soft drink, Water, Juices, Syrups etc)"
717,star mixer mango 750 gm jar(69),519,441,"Beverages (Soft drink, Water, Juices, Syrups etc)"
718,3 pack tang 50g(orn man),87,82,"Beverages (Soft drink, Water, Juices, Syrups etc)"
719,"shezan all pure 250 ml mango, guava,tropical,pineapple(47)",27,25,"Beverages (Soft drink, Water, Juices, Syrups etc)"
720,"gastrail plus aamchorr tab 120,s(75)",200,180,"Beverages (Soft drink, Water, Juices, Syrups etc)"
721,star mixer mango btl 300 gm(69),116,104,"Beverages (Soft drink, Water, Juices, Syrups etc)"
722,thanda orange jug pack 60 gm,24,22,"Beverages (Soft drink, Water, Juices, Syrups etc)"
723,7up sugar free 1.5 ltr (beverage) (rmcd) (90),132,118,"Beverages (Soft drink, Water, Juices, Syrups etc)"
724,tang 220 gm,89,84,"Beverages (Soft drink, Water, Juices, Syrups etc)"
725,shezan happy farms pineapple 1000 ml(47),245,220,"Beverages (Soft drink, Water, Juices, Syrups etc)"
726,vimto can 250ml,76,72,"Beverages (Soft drink, Water, Juices, Syrups etc)"
727,shezan mango squash 820 ml red syrup(47),297,267,"Beverages (Soft drink, Water, Juices, Syrups etc)"
728,nestle fruita vitals guava 1 ltr btl(57),325,292,"Beverages (Soft drink, Water, Juices, Syrups etc)"
729,tang leman 400gms,127,114,"Beverages (Soft drink, Water, Juices, Syrups etc)"
730,pakola ice cream soda 2.25 ltr pet jumbo (1x1),180,162,"Beverages (Soft drink, Water, Juices, Syrups etc)"
731,marhaba imli alu bukhara 800 ml,250,225,"Beverages (Soft drink, Water, Juices, Syrups etc)"
732,apple sidra can 250ml,75,71,"Beverages (Soft drink, Water, Juices, Syrups etc)"
733,nestle nesfruta mango 1000ml(57),250,225,"Beverages (Soft drink, Water, Juices, Syrups etc)"
734,star red annar 1500 ml (69),145,130,"Beverages (Soft drink, Water, Juices, Syrups etc)"
735,booster energy tin 250 ml (69),85,80,"Beverages (Soft drink, Water, Juices, Syrups etc)"
736,star mixer orange pouch 1000gm(69),590,501,"Beverages (Soft drink, Water, Juices, Syrups etc)"
737,fanta orange 2.25 ltr (50),232,208,"Beverages (Soft drink, Water, Juices, Syrups etc)"
738,star mixer mango pouch 1000 gm(69),590,501,"Beverages (Soft drink, Water, Juices, Syrups etc)"
739,nest papp nactor juice 200 ml(57),70,66,"Beverages (Soft drink, Water, Juices, Syrups etc)"
740,nestle milo 500 gm(57),1498,1198,"Beverages (Soft drink, Water, Juices, Syrups etc)"
741,lemon juice 300 ml (mitchells)(44),227,204,"Beverages (Soft drink, Water, Juices, Syrups etc)"
742,rooh afza red syrup 1500 ml (33),713,606,"Beverages (Soft drink, Water, Juices, Syrups etc)"
743,shangrilla smile apple fruit drinks 1 ltr(26),218,196,"Beverages (Soft drink, Water, Juices, Syrups etc)"
744,fruitien mango joy 1000 ml,113,101,"Beverages (Soft drink, Water, Juices, Syrups etc)"
745,star mixer lime pani 2500 gm(69),1303,1042,"Beverages (Soft drink, Water, Juices, Syrups etc)"
746,star vivo mango juice 500 ml btl (69),95,90,"Beverages (Soft drink, Water, Juices, Syrups etc)"
747,pakola lychee 500 ml,76,72,"Beverages (Soft drink, Water, Juices, Syrups etc)"
748,"gastrail plus imlee tab 120,s(75)",200,180,"Beverages (Soft drink, Water, Juices, Syrups etc)"
749,life style sharbat bazuri 800 ml red syrup(rmsp)(66),395,355,"Beverages (Soft drink, Water, Juices, Syrups etc)"
750,marhaba toot siah 120 ml,75,71,"Beverages (Soft drink, Water, Juices, Syrups etc)"
751,pepsi 2.25 liter (90),112,100,"Beverages (Soft drink, Water, Juices, Syrups etc)"
752,shangrilla fruit-o-red grape fruit drink 1 ltr(26),158,142,"Beverages (Soft drink, Water, Juices, Syrups etc)"
753,life style shan-e-masiq 800 ml red syrup(rmsp)(66),395,355,"Beverages (Soft drink, Water, Juices, Syrups etc)"
754,tops malt-79 500 ml nr,40,38,"Beverages (Soft drink, Water, Juices, Syrups etc)"
755,fruitien apple nector 1000 ml,172,154,"Beverages (Soft drink, Water, Juices, Syrups etc)"
756,"gastrial plus plain tab 120,s(75)",200,180,"Beverages (Soft drink, Water, Juices, Syrups etc)"
757,nestle fruita vitals mango orange 200 ml(57),30,28,"Beverages (Soft drink, Water, Juices, Syrups etc)"
758,tang 440gm,163,146,"Beverages (Soft drink, Water, Juices, Syrups etc)"
759,star mixer orange tin 2500 gm(69),1303,1042,"Beverages (Soft drink, Water, Juices, Syrups etc)"
760,star mixer limepami btl 700 gm(69),127,114,"Beverages (Soft drink, Water, Juices, Syrups etc)"
761,sufi lychee 250 ml can (1d),79,75,"Beverages (Soft drink, Water, Juices, Syrups etc)"
762,kinza lemon squash 800ml,113,101,"Beverages (Soft drink, Water, Juices, Syrups etc)"
763,shezan happy farms grape 200 ml(47),55,52,"Beverages (Soft drink, Water, Juices, Syrups etc)"
764,star red apple 1500 ml (69),145,130,"Beverages (Soft drink, Water, Juices, Syrups etc)"
765,marinda 1 liter (90),66,62,"Beverages (Soft drink, Water, Juices, Syrups etc)"
766,pureheven citrus juice drink 1 ltr,225,202,"Beverages (Soft drink, Water, Juices, Syrups etc)"
767,life style i. a. bukhara 800 ml red syrup(rmsp)(66),475,427,"Beverages (Soft drink, Water, Juices, Syrups etc)"
768,fruitien pine apple necter 200 ml,32,30,"Beverages (Soft drink, Water, Juices, Syrups etc)"
769,rooh afza 425 ml,222,199,"Beverages (Soft drink, Water, Juices, Syrups etc)"
770,shezan happy farms strawberry 200 ml(47),55,52,"Beverages (Soft drink, Water, Juices, Syrups etc)"
771,johar joshanda 6ack (45),23,21,"Beverages (Soft drink, Water, Juices, Syrups etc)"
772,pakola ice cream syrup 800 ml 1x1 red syrup(rmsp),301,270,"Beverages (Soft drink, Water, Juices, Syrups etc)"
773,mango fruit drink 250ml,10,9,"Beverages (Soft drink, Water, Juices, Syrups etc)"
774,marhaba sharbat elaichi 1800,214,192,"Beverages (Soft drink, Water, Juices, Syrups etc)"
775,star mixer mango pouch 375 gm(69),192,172,"Beverages (Soft drink, Water, Juices, Syrups etc)"
776,life style rose water 120 ml(66),75,71,"Beverages (Soft drink, Water, Juices, Syrups etc)"
777,surficol liquid 120 ml (45),105,94,"Beverages (Soft drink, Water, Juices, Syrups etc)"
778,pakola lemon syrups 800 ml red syrup(rmsp),301,270,"Beverages (Soft drink, Water, Juices, Syrups etc)"
779,shangrilla smile mango fruit drink 500 ml(26),58,55,"Beverages (Soft drink, Water, Juices, Syrups etc)"
780,fruitien guava necter 200 ml,32,30,"Beverages (Soft drink, Water, Juices, Syrups etc)"
781,national fruity instant drink mango 20gm(56),7,6,"Beverages (Soft drink, Water, Juices, Syrups etc)"
782,fanta citrus 1 ltr btl (50),140,126,"Beverages (Soft drink, Water, Juices, Syrups etc)"
783,nestle fruita vitals pine punch 1000 ml(57),146,131,"Beverages (Soft drink, Water, Juices, Syrups etc)"
784,slice mango 200 ml (90),22,20,"Beverages (Soft drink, Water, Juices, Syrups etc)"
785,nestle milo rtd 180 ml(57),90,85,"Beverages (Soft drink, Water, Juices, Syrups etc)"
786,coca cola dasani water 1.5 ltr btl(50),100,95,"Beverages (Soft drink, Water, Juices, Syrups etc)"
787,shangrilla fruit-o peach juice 320 ml(26),39,37,"Beverages (Soft drink, Water, Juices, Syrups etc)"
788,joshanda marhaba 35 gm,45,42,"Beverages (Soft drink, Water, Juices, Syrups etc)"
789,slice apple 200 ml (90),22,20,"Beverages (Soft drink, Water, Juices, Syrups etc)"
790,nist guava nectar 1 ltr(57),152,136,"Beverages (Soft drink, Water, Juices, Syrups etc)"
791,marhaba rose water 120 ml,58,55,"Beverages (Soft drink, Water, Juices, Syrups etc)"
792,marinda 300 ml,29,27,"Beverages (Soft drink, Water, Juices, Syrups etc)"
793,shangrilla smile mango fruit drinks 1 ltr(26),218,196,"Beverages (Soft drink, Water, Juices, Syrups etc)"
794,coca cola 500 ml kinley water btl(50),23,21,"Beverages (Soft drink, Water, Juices, Syrups etc)"
795,chaunsa chaunsa 1000 ml (tropico)(51),187,168,"Beverages (Soft drink, Water, Juices, Syrups etc)"
796,sufi sharbat-rooh-e-mussarat 800 ml (rmsp)(1d),300,270,"Beverages (Soft drink, Water, Juices, Syrups etc)"
797,nestle fruita vitals pineapple optimized 200 ml pak(57),40,38,"Beverages (Soft drink, Water, Juices, Syrups etc)"
798,all pure apple 250 ml (47),27,25,"Beverages (Soft drink, Water, Juices, Syrups etc)"
799,national fruity instant drink orange 500gm(56),172,154,"Beverages (Soft drink, Water, Juices, Syrups etc)"
800,national fruity instant drink orange 500gm(56),170,153,"Beverages (Soft drink, Water, Juices, Syrups etc)"
801,7up sugar free 500ml,35,33,"Beverages (Soft drink, Water, Juices, Syrups etc)"
802,amrat cola 500 ml,15,14,"Beverages (Soft drink, Water, Juices, Syrups etc)"
